Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
Rbp4	chr3R_-_13654701_13654787_13655484_13655534_13655595	chr3R	-	13654701;13654787;13655484;13655534;13655595	3.59495693247158e-52	1.38927314583229e-50	-0.0494;0.0527666666666665;-0.0034;0.1162;-0.1162
B52	chr3R_+_13661432_13661442_13661504_13661592_13661700	chr3R	+	13661432;13661442;13661504;13661592;13661700	0.000343627859569697	0.000883388547672547	Inf;Inf;0.0217999999999998;-0.0171333333333333;-0.00466666666666667;-0.0168;0.0167999999999999;-0.107066666666667;0.107066666666667
B52	chr3R_+_13662231_13662295_13662404_13662893_13662899_13662953_13662968	chr3R	+	13662231;13662295;13662404;13662893;13662899;13662953;13662968	2.88567006812136e-28	5.06484483653189e-27	Inf;Inf;-0.115733333333333;0.115733333333333;-0.0261666666666667;0.0261666666666668;0.0531333333333334;-0.0185333333333333;-0.0135333333333333;-0.0210666666666667;-0.0218;-0.0406333333333333;-0.0718;0.134266666666667
B52	chr3R_+_13666248_13666293_13666354_13666417_13666612_13676559_13676613_13676616	chr3R	+	13666248;13666293;13666354;13666417;13666612;13676559;13676613;13676616	1.22516413969469e-159	2.04285410817344e-157	-0.607833333333333;0.607833333333333;-0.0138666666666667;-0.331433333333333;0.369366666666667;-0.0169666666666667;-0.00713333333333333;0.0422333333333333;-0.0422333333333333
f-cup	chr3R_-_13683282_13683316_13687170_13695891_13695959_13696149_13696201_13696346_13696435_13696437_13696440_13696442_13696707_13696710_13696768_13696825	chr3R	-	13683282;13683316;13687170;13695891;13695959;13696149;13696201;13696346;13696435;13696437;13696440;13696442;13696707;13696710;13696768;13696825	5.43142604016475e-86	3.87551887785601e-84	-0.6994;0.6994;-0.0219333333333333;-0.0163333333333333;-0.0435;0.0817666666666668;-0.0069;0.0793333333333334;-0.0077;-0.0124;-0.0522666666666668;0.447933333333333;-0.336633333333333;-0.1113;0.622733333333333;-0.622733333333333;0.0361333333333334;-0.0361333333333333;0.0147666666666667;0.00683333333333333;-0.0105333333333332;-0.0964333333333334;0.0853666666666667
primo-2	chr3R_-_13697646_13697833_13699423_13699584_13700090_13703763_13703870_13705966_13706095_13706214_13706505_13707490_13709856_13709908_13709970_13709973_13710153_13710307_13710658_13710680_13710721_13711027_13711217	chr3R	-	13697646;13697833;13699423;13699584;13700090;13703763;13703870;13705966;13706095;13706214;13706505;13707490;13709856;13709908;13709970;13709973;13710153;13710307;13710658;13710680;13710721;13711027;13711217	3.60970970049296e-68	1.9334313313041e-66	-0.0182;0.0787666666666667;-0.0605666666666667;-0.0716;0.0716000000000001;-0.00316666666666667;-0.0104333333333333;-0.0276;0.0412333333333333;Inf;Inf;-0.0347;-0.00683333333333333;-0.0098;-0.00563333333333333;0.0570000000000001;-0.00300000000000011;0.003;0.0295000000000001;-0.00963333333333333;-0.0103666666666667;-0.00953333333333333;Inf;Inf;Inf;Inf;Inf;0.1245;-0.1245;0.0446000000000002;-0.0446
f-cup	chr3R_-_13698281_13698336_13698341_13698859_13698887_13698890_13698941_13698962_13699066	chr3R	-	13698281;13698336;13698341;13698859;13698887;13698890;13698941;13698962;13699066	8.56140313947912e-50	3.12615767929158e-48	-0.0203;0.1841;-0.0424;-0.0546666666666667;-0.0155333333333333;-0.0512333333333333;0.00673333333333333;0.1337;-0.1404
f-cup	chr3R_-_13700142_13700145_13700206_13700296_13700617_13700681	chr3R	-	13700142;13700145;13700206;13700296;13700617;13700681	5.37904835387387e-65	2.72599423910242e-63	-0.00806666666666667;0.283833333333333;-0.2757;-0.0253666666666667;-0.0358;0.0611666666666667
Mhc	chr2L_+_16771141_16771341_16771446_16771940_16772045_16774448	chr2L	+	16771141;16771341;16771446;16771940;16772045;16774448	3.44534208067739e-12	2.23945669890973e-11	0.131966666666667;-0.0504333333333333;-0.0815333333333335;-0.0348;-0.0919666666666665;0.126733333333333
Mst87F	chr3R_-_13711571_13711643_13711653_13717565_13795713_13796179_13827183_13827488_13827577_13827830_13855257_13855264_13855308_13855363_13945798_13969539_13969606	chr3R	-	13711571;13711643;13711653;13717565;13795713;13796179;13827183;13827488;13827577;13827830;13855257;13855264;13855308;13855363;13945798;13969539;13969606	2.65389672503137e-22	3.50061848672218e-21	Inf;Inf;-0.0168;-0.0229333333333333;-0.0106666666666667;0.0504000000000001;-0.0169333333333333;-0.0129333333333333;0.0298666666666668;-0.0562666666666665;0.0562666666666667;0.0289999999999999;0.00333333333333333;-0.0048;-0.0132333333333333;-0.00846666666666667;-0.00583333333333333;0.0108000000000001;-0.00283333333333333;-0.00303333333333333;-0.00496666666666667;0.5752;-0.5752
Mhc	chr2L_+_16774857_16775681_16775853_16776261_16776433_16776848	chr2L	+	16774857;16775681;16775853;16776261;16776433;16776848	8.79572686627577e-07	3.21336023594708e-06	0.0843;0.0127;-0.0969999999999999;0.0273666666666667;-0.107066666666667;0.0797333333333333
Mhc	chr2L_+_16777439_16779091_16779210_16779726_16779845_16780548	chr2L	+	16777439;16779091;16779210;16779726;16779845;16780548	1.88121201458249e-09	9.34556968033301e-09	0.0448666666666667;-0.210833333333333;0.165933333333333;-0.230233333333333;0.195066666666667;0.0352
rdx	chr3R_-_13971102_13971266_13981632_13982898_13982965_13997135_14006019_14023644_14026876_14026944_14031571_14035134_14035278_14035334_14035442_14035916_14035919_14035992_14036013_14036016_14036045_14036071_14036193_14093308_14097641	chr3R	-	13971102;13971266;13981632;13982898;13982965;13997135;14006019;14023644;14026876;14026944;14031571;14035134;14035278;14035334;14035442;14035916;14035919;14035992;14036013;14036016;14036045;14036071;14036193;14093308;14097641	4.96434542252577e-136	6.73193472538603e-134	Inf;Inf;0.03;-0.03;-0.101866666666667;0.0273333333333333;0.0745;Inf;Inf;-0.0402666666666667;-0.0810666666666667;0.131566666666667;-0.0102;Inf;Inf;Inf;Inf;Inf;0.2106;0.0462666666666667;-0.1559;-0.100966666666667;0.0308;-0.0258333333333333;-0.0494333333333333;0.172433333333333;0.0102333333333333;-0.0159;-0.0888333333333333;-0.0335333333333333;-0.0670333333333334;0.0670333333333333;0.371733333333333;-0.0233;-0.348466666666667;Inf;Inf;Inf;Inf
CG14355	chr3R_-_14151836_14151850_14151855_14151894_14151927	chr3R	-	14151836;14151850;14151855;14151894;14151927	5.41013610509386e-16	4.83475364944186e-15	0.307666666666667;-0.0348666666666667;-0.272733333333333;0.5365;-0.5365
red	chr3R_+_14163611_14164451_14168549_14290820_14298547_14298669_14298692_14298788_14298987_14300418_14301018_14301226_14310939_14312264	chr3R	+	14163611;14164451;14168549;14290820;14298547;14298669;14298692;14298788;14298987;14300418;14301018;14301226;14310939;14312264	1.15406632781422e-61	5.44363155695395e-60	-0.0179333333333333;-0.0906333333333333;-0.340766666666667;0.496266666666667;-0.0469;-0.3507;-0.389833333333333;-0.153566666666667;0.8941;0.122633333333333;0.125733333333333;-0.0446666666666667;-0.203733333333333;0.0260333333333334;-0.0260333333333333;0.0142333333333333;-0.0142333333333333
NK7.1	chr3R_-_14275368_14276304_14277542_14277586_14279091_14279541_14286207_14286774_14323287_14324558_14326078_14326135_14331081_14332303_14333725_14341220_14341583_14344223_14345184_14348635_14349920_14350003_14350094_14367191_14381534_14381860_14392889_14392950	chr3R	-	14275368;14276304;14277542;14277586;14279091;14279541;14286207;14286774;14323287;14324558;14326078;14326135;14331081;14332303;14333725;14341220;14341583;14344223;14345184;14348635;14349920;14350003;14350094;14367191;14381534;14381860;14392889;14392950	1.38402473016688e-26	2.25594296452768e-25	-0.0872333333333333;0.1551;-0.0677666666666669;-0.0314333333333333;-0.0914666666666667;-0.0193333333333333;0.142233333333333;0.1928;-0.1928;-0.0212333333333333;-0.0491666666666667;0.0704333333333333;-0.0594666666666667;0.0971999999999998;-0.0377;-0.0564666666666667;-0.0478666666666667;-0.0576333333333333;0.1619;0.0269666666666669;-0.0269666666666666;0.179866666666667;-0.0733;-0.106566666666667;-0.0524333333333333;0.0504333333333333;0.00193333333333336;0.106266666666667;-0.0882;-0.0180333333333333;0.0131;-0.0131;0.0446;0.0118666666666667;-0.0122333333333333;-0.0442333333333333;0.0510333333333333;-0.0253;-0.0257333333333333;-0.0471333333333332;0.0893666666666667;-0.0422;0.143233333333333;-0.143233333333333;Inf;Inf
CG31321	chr3R_+_14312379_14312436_14312686_14312751_14313607_14313817	chr3R	+	14312379;14312436;14312686;14312751;14313607;14313817	5.76226623169458e-05	0.000165437057228809	-0.0779666666666667;-0.205866666666667;0.283833333333333;0.0665333333333336;-0.0665333333333333;0.139933333333333;-0.139933333333333
CG13284	chr2L_-_16824499_16824980_16833296_16833435_16843394_16843511_16843961_16844507	chr2L	-	16824499;16824980;16833296;16833435;16843394;16843511;16843961;16844507	8.60709007909495e-36	2.04104879011377e-34	-0.148233333333333;-0.389566666666667;0.5378;-0.260633333333333;-0.228433333333333;0.489033333333333;0.0745666666666667;-0.0178333333333333;-0.0567666666666667;0.2333;-0.114766666666667;-0.118533333333333
ATPsynE	chr3R_+_14327088_14327127_14327167_14327183_14327188_14327251	chr3R	+	14327088;14327127;14327167;14327183;14327188;14327251	2.68867101287117e-82	1.82213183223781e-80	0.0148333333333333;0.0129000000000001;-0.0301666666666667;0.00243333333333333;-0.704266666666667;0.704266666666667
cv-c	chr3R_-_14395755_14395873_14396026_14399717_14399790_14404987_14408152_14408196_14408678_14410487_14416432	chr3R	-	14395755;14395873;14396026;14399717;14399790;14404987;14408152;14408196;14408678;14410487;14416432	2.02912964977092e-26	3.27795171877627e-25	-0.0951666666666667;-0.0931333333333333;-0.1618;0.350066666666667;-0.142966666666667;-0.1327;0.275666666666667;0.113933333333333;-0.065;-0.0489666666666667;0.150833333333333;-0.0888666666666667;-0.0620333333333333;-0.0378;0.230433333333333;-0.192633333333333
cv-c	chr3R_-_14433205_14439482_14451952_14516759_14517553	chr3R	-	14433205;14439482;14451952;14516759;14517553	1.88903591455739e-26	3.05681522542969e-25	-0.0868;0.0868;-0.5727;0.5727;0.3291;-0.3291
cv-c	chr3R_-_14452006_14453031_14475227_14475236_14475290_14475317_14476813_14476847_14477632_14480640	chr3R	-	14452006;14453031;14475227;14475236;14475290;14475317;14476813;14476847;14477632;14480640	6.99625277412755e-31	1.37374678407601e-29	-0.8028;0.402166666666667;0.400633333333333;-0.0401333333333332;0.0401333333333334;0.208366666666667;0.1796;-0.387966666666667;0.0536666666666667;0.3566;0.480633333333333;-0.890933333333333
Pde6	chr3R_-_14518850_14519006_14523152_14523722_14524455_14525207	chr3R	-	14518850;14519006;14523152;14523722;14524455;14525207	2.41281816853027e-14	1.89590497315655e-13	0.0676333333333335;-0.0676333333333333;-0.100133333333333;0.100133333333333;0.1276;-0.1276;0.220766666666667;-0.220766666666667
CG7886	chr3R_-_14530230_14530520_14535789_14554373_14623672_14624122_14625198_14627329_14628955_14629104_14629541_14629613_14629617_14629952_14629978_14634820_14634891_14634981_14635007_14641878_14641916_14641962_14642018_14642021_14642051_14642058_14642068_14642092_14642158_14642161_14642183_14642234	chr3R	-	14530230;14530520;14535789;14554373;14623672;14624122;14625198;14627329;14628955;14629104;14629541;14629613;14629617;14629952;14629978;14634820;14634891;14634981;14635007;14641878;14641916;14641962;14642018;14642021;14642051;14642058;14642068;14642092;14642158;14642161;14642183;14642234	0	0	-0.00216666666666667;-0.0304333333333333;-0.0222333333333333;-0.0895;0.6457;-0.501433333333333;-0.0299333333333333;-0.0534666666666667;-0.00293333333333333;0.0940666666666665;-0.00643333333333333;-0.00133333333333333;-0.00186666666666667;-0.0135666666666667;-0.00796666666666667;-0.00196666666666667;-0.0318;-0.0965;-0.00436666666666667;0.133566666666667;0.0235;0.000933333333333333;-0.00506666666666667;0.00506666666666677;0.627366666666667;-0.3019;-0.0793;-0.246233333333333;0.100833333333333;0.476433333333333;-0.0672;-0.240066666666667;-0.27;0.0701333333333332;-0.0478333333333333;-0.0223;-0.00103333333333333;0.00370000000000004;-0.00263333333333333;0.0999;-0.0999;0.00493333333333335;-0.00493333333333333;Inf;Inf;0.00676666666666659;0.0012;-0.00796666666666667
His4r	chr3R_+_14625815_14625841_14625917_14625998_14626024	chr3R	+	14625815;14625841;14625917;14625998;14626024	1.36689896217613e-31	2.76245279170455e-30	-0.00906666666666678;0.000166666666666668;0.00886666666666669;-0.0398;0.0397999999999999
Meltrin	chr3R_-_14672523_14683740_14696483_14698845_14699145_14699340_14699399	chr3R	-	14672523;14683740;14696483;14698845;14699145;14699340;14699399	2.3754549318028e-17	2.32975995313249e-16	-0.1652;0.1652;-0.0249333333333333;0.0249333333333334;0.2085;-0.0283;-0.1613;-0.0189333333333333
eff	chr3R_-_14703189_14723309_14724133_14726147_14727188_14727327_14728780_14730509_14730629_14731403_14732870_14733592_14733634_14733698_14733828_14733883_14734385_14734418_14734450_14737418_14737483_14739645_14740378_14740940_14741001_14741005_14746348_14746405	chr3R	-	14703189;14723309;14724133;14726147;14727188;14727327;14728780;14730509;14730629;14731403;14732870;14733592;14733634;14733698;14733828;14733883;14734385;14734418;14734450;14737418;14737483;14739645;14740378;14740940;14741001;14741005;14746348;14746405	0	0	-0.1128;0.1128;Inf;Inf;-0.0094;-0.00216666666666667;-0.00123333333333333;-0.00196666666666667;-0.0159666666666667;-0.431433333333333;0.462933333333334;-0.0008;-0.0619333333333333;0.0619333333333334;-0.00733333333333333;0.00733333333333352;-0.0024;0.00239999999999974;-0.002;-0.0323333333333333;-0.0285666666666667;0.0629000000000001;-0.0177333333333333;0.0177333333333335;0.6799;-0.0395666666666667;-0.169866666666667;-0.0924333333333333;-0.3389;-0.0391;-0.149566666666667;0.230466666666667;-0.0242;-0.0567;0.442166666666667;-0.442166666666667;Inf;Inf;0.906933333333333;-0.7941;-0.112833333333333;0.449866666666667;-0.415166666666667;-0.0347333333333333;0.0570666666666666;-0.0570666666666667;0.000566666666666667;0.00963333333333338;-0.0101666666666667;0.0012;-0.00119999999999987
jvl	chr3R_+_14742591_14750273_14764209_14782110_14782354_14785442_14787999_14788055_14791252_14793441_14793888_14794527	chr3R	+	14742591;14750273;14764209;14782110;14782354;14785442;14787999;14788055;14791252;14793441;14793888;14794527	1.76987244031485e-34	4.0089460228183e-33	-0.2875;0.0544666666666667;0.0149666666666667;0.0574333333333333;0.0232666666666667;0.137366666666667;-0.0119;-0.2567;0.268566666666667;0.0490666666666667;-0.0420666666666668;-0.007;0.196033333333333;-0.196033333333333
btsz	chr3R_-_14747125_14747272_14751119_14751812_14772839_14772908_14777034_14808811_14809589_14814247_14821283_14823861_14823986_14824070_14824202_14824307_14825035_14827656_14853471_14859307_14860067_14882804_14882895	chr3R	-	14747125;14747272;14751119;14751812;14772839;14772908;14777034;14808811;14809589;14814247;14821283;14823861;14823986;14824070;14824202;14824307;14825035;14827656;14853471;14859307;14860067;14882804;14882895	1.69389414168255e-39	4.56031749126218e-38	Inf;Inf;-0.0073;-0.00446666666666667;-0.0412666666666667;-0.0118333333333333;0.0648333333333333;-0.409466666666667;0.409466666666667;-0.0448333333333333;0.0448333333333334;-0.1677;-0.0246666666666667;0.192366666666666;0.4287;0.123733333333333;-0.1419;-0.278066666666667;-0.132466666666667;1;-1;0.000999999999999994;0.4503;-0.259566666666667;-0.0330333333333333;-0.134533333333333;-0.0240666666666667;0.472333333333333;-0.0814;-0.3909
CG31805	chr2L_-_16844801_16846749_16898377_16898387_16898439	chr2L	-	16844801;16846749;16898377;16898387;16898439	9.36400629263653e-12	5.85691512372558e-11	-0.0371;0.0256999999999999;0.0114;0.117233333333333;-0.117233333333333
UQCR-C1	chr3R_+_14890261_14890326_14890332_14890426_14890527_14890532_14890668_14890694	chr3R	+	14890261;14890326;14890332;14890426;14890527;14890532;14890668;14890694	1.27179787283362e-278	4.94425246953992e-276	-0.0350666666666667;0.0350666666666666;-0.0104333333333333;0.0104333333333334;0.618233333333333;-0.1659;-0.164866666666667;-0.287466666666667;-0.005;-0.0164333333333333;-0.134933333333333;0.1563
CG32832	chr2L_-_16861306_16861315_16867661_16878876_16879015_16879057_16879109	chr2L	-	16861306;16861315;16867661;16878876;16879015;16879057;16879109	1.76413928221342e-29	3.27602313435333e-28	-0.00123333333333333;-0.00286666666666667;-0.0019;0.00599999999999978;-0.0107666666666667;0.0107666666666667;0.00983333333333336;-0.00983333333333333
CG6752	chr3R_-_15191601_15191625_15191671_15191688	chr3R	-	15191601;15191625;15191671;15191688	3.23299014576135e-17	3.1421501509049e-16	Inf;Inf;-0.0189666666666667;0.0189666666666666;Inf;Inf;-0.0147;0.0146999999999998
Hsc70-4	chr3R_+_15242799_15242970_15243180_15244187_15244294_15244302_15244358_15251930	chr3R	+	15242799;15242970;15243180;15244187;15244294;15244302;15244358;15251930	6.31341143875521e-32	1.29382881259716e-30	-0.0354333333333333;-0.000166666666666667;0.0003;0.002;-0.00666666666666667;0.0399333333333333;0.00116666666666676;-0.00116666666666667
Tm1	chr3R_+_15264955_15265017_15265276_15265690_15265925_15278560_15281603_15284611	chr3R	+	15264955;15265017;15265276;15265690;15265925;15278560;15281603;15284611	8.85806713634489e-24	1.26171895339909e-22	-0.1111;-0.0468666666666667;0.0039;0.154033333333333;0.0169;-0.0169;0.0861666666666667;-0.0861666666666667;0.680366666666667;-0.680366666666667
Tm1	chr3R_+_15285354_15289439_15289508_15291260_15291525_15294779_15295003_15295111_15295246_15295425_15295544_15296589_15296708_15299275_15299347_15300108_15300180_15300745	chr3R	+	15285354;15289439;15289508;15291260;15291525;15294779;15295003;15295111;15295246;15295425;15295544;15296589;15296708;15299275;15299347;15300108;15300180;15300745	3.35902309906814e-34	7.52749499757337e-33	0.0308666666666667;-0.0839;0.053;-0.0686;-0.0376333333333333;0.248766666666667;-0.1425;-0.0206333333333333;0.0206333333333333;-0.0216666666666667;0.0216666666666667;0.0152333333333333;-0.0152333333333333;0.0713666666666666;-0.0713666666666667;-0.0247333333333333;-0.0380666666666667;-0.0161666666666667;-0.0677666666666667;0.2118;-0.0414;-0.0236666666666667;0.150833333333333;-0.133666666666667;-0.0172;-0.194433333333333;0.194433333333333
