Gene	AS_event_ID	chromosome	strand	retained_intron_start	retained_intron_end	pvalue	qvalue	deltaPSI_control-KD
RhoGEF64C	chr3L_+_4794148_4795799	chr3L	+	4794148	4795799	2.50148026294411e-09	1.22571419097112e-08	-0.534516892155014
Dnah3	chr3L_+_4861940_4863290	chr3L	+	4861940	4863290	2.74551224877279e-12	1.80176130439647e-11	-0.166066771490891
Dnah3	chr3L_+_4864267_4865063	chr3L	+	4864267	4865063	1.99580987434293e-14	1.57986246811817e-13	-0.185986141339034
Dnah3	chr3L_+_4869073_4870034	chr3L	+	4869073	4870034	1.0738022133217e-06	3.87857099188688e-06	0.332355140259328
Dnah3	chr3L_+_4870780_4871093	chr3L	+	4870780	4871093	5.38579993912775e-24	7.7500913547714e-23	-0.237410199471588
Dnah3	chr3L_+_4871161_4872109	chr3L	+	4871161	4872109	1.32913820364982e-16	1.23901627658147e-15	-0.260903755075895
Dnah3	chr3L_+_4873418_4873759	chr3L	+	4873418	4873759	4.1158388816444e-12	2.65836737590779e-11	-0.200801930459987
Dnah3	chr3L_+_4873908_4874279	chr3L	+	4873908	4874279	3.23588219788472e-17	3.14432011653997e-16	-0.157039945353122
CG4972	chr2L_+_10315073_10315343	chr2L	+	10315073	10315343	8.67448057530737e-05	0.000242815529363864	-0.0208214099656168
Dnah3	chr3L_+_4874562_4875737	chr3L	+	4874562	4875737	8.06610649968521e-25	1.20973840053566e-23	-0.291922551623211
Dnah3	chr3L_+_4879211_4880002	chr3L	+	4879211	4880002	2.74092508223099e-23	3.80762975350282e-22	-0.282305663750552
Dnah3	chr3L_+_4881687_4882020	chr3L	+	4881687	4882020	8.31936897057501e-12	5.22270482428515e-11	-0.231833319191101
Dnah3	chr3L_+_4884135_4884677	chr3L	+	4884135	4884677	5.92922082652419e-18	6.04516853139864e-17	-0.343133430418632
Dnah3	chr3L_+_4890630_4891043	chr3L	+	4890630	4891043	3.01336432569524e-47	1.02036438790832e-45	-0.510034461152882
Dnah3	chr3L_+_4893822_4894438	chr3L	+	4893822	4894438	3.96753268044858e-26	6.32435760886568e-25	-0.318808019113342
Dnah3	chr3L_+_4894650_4894966	chr3L	+	4894650	4894966	2.89848773792767e-18	3.01314670642991e-17	-0.327015854857042
Rh50	chr3L_+_4917647_4918318	chr3L	+	4917647	4918318	1.84544737014653e-06	6.47338684718996e-06	-0.761881977671451
lncRNA:CR43627	chr3L_-_4929875_4930918	chr3L	-	4929875	4930918	9.9581365717626e-66	5.11728035381697e-64	-0.710190127411598
klar	chr3L_-_508799_514610	chr3L	-	508799	514610	2.51210078936058e-10	1.36806694834062e-09	-0.329935303809533
shep	chr3L_-_5247843_5248193	chr3L	-	5247843	5248193	4.39583513230635e-07	1.66702652715249e-06	-0.252864354168979
shep	chr3L_-_5276363_5277612	chr3L	-	5276363	5277612	3.5785380468071e-11	2.11300494089071e-10	-0.363584692888195
lama	chr3L_-_5346500_5347626	chr3L	-	5346500	5347626	0.00102999573200938	0.00246257076446724	-0.0847370478284672
DIP-delta	chr3L_+_5436632_5437711	chr3L	+	5436632	5437711	3.11986588686843e-30	5.96951308330808e-29	-0.500109004134179
Hipk	chr3L_+_546198_547480	chr3L	+	546198	547480	1.380985289737e-05	4.31894216415806e-05	-0.203295922136502
sif	chr3L_+_5705241_5706440	chr3L	+	5705241	5706440	0.00433940295625487	0.00936665225084336	-0.392771804062127
sif	chr3L_+_5717738_5720875	chr3L	+	5717738	5720875	0.0188722899328143	0.0361758084378185	-0.665488215488215
Hipk	chr3L_+_572545_573054	chr3L	+	572545	573054	1.70241695320645e-09	8.50251628533873e-09	-0.200471490287958
sif	chr3L_+_5726594_5728489	chr3L	+	5726594	5728489	1.41433180455785e-05	4.4171316208362e-05	-0.561900610287707
sif	chr3L_+_5728642_5731438	chr3L	+	5728642	5731438	2.4591751073638e-05	7.43050239840955e-05	-0.635869565217391
sif	chr3L_+_5734609_5735724	chr3L	+	5734609	5735724	1.72906546625504e-05	5.33509515300677e-05	-0.703593835242771
sif	chr3L_+_5739726_5740102	chr3L	+	5739726	5740102	0.00980733213737266	0.0198606596962472	-0.841804631051943
sif	chr3L_+_5744726_5746466	chr3L	+	5744726	5746466	1.69815799437943e-12	1.13605459578161e-11	-0.877125850340136
Usp47	chr3L_+_5754266_5756203	chr3L	+	5754266	5756203	1.96984325640205e-14	1.56008445324349e-13	0.0744324764204682
scny	chr3L_+_5774076_5774412	chr3L	+	5774076	5774412	5.60165232581392e-35	1.29111452930601e-33	-0.729494782287322
Pmi	chr3L_+_5780133_5780382	chr3L	+	5780133	5780382	8.18670180237243e-07	3.00321112504067e-06	0.0304985364512927
PGRP-LD	chr3L_+_5782308_5782669	chr3L	+	5782308	5782669	1.004193311202e-18	1.07637605359858e-17	-0.480779101073255
Tektin-C	chr3L_-_5795143_5795547	chr3L	-	5795143	5795547	2.7571031221647e-07	1.0726407991444e-06	-0.0490267463145945
S6k	chr3L_-_5807260_5807946	chr3L	-	5807260	5807946	0.000118064834637753	0.000324617598497406	-0.165185661847915
haf	chr2L_+_1601912_1602320	chr2L	+	1601912	1602320	3.83889360011848e-05	0.000112938261943974	0.397967957204283
CG33523	chr3L_+_5927907_5928222	chr3L	+	5927907	5928222	9.5447418661475e-15	7.74537124412097e-14	-0.444623360505235
beat-Ic	chr2L_+_16034323_16034578	chr2L	+	16034323	16034578	3.14752887426539e-11	1.86954276703439e-10	0.75109025975285
beat-Ic	chr2L_+_16034713_16037139	chr2L	+	16034713	16037139	1.50543512839691e-10	8.38323036117609e-10	0.781995719175837
Reg-2	chr3L_-_605731_606195	chr3L	-	605731	606195	4.06661907028179e-15	3.40067097656531e-14	-0.422274006998131
NONE	chr3L_-_6163696_6164138	chr3L	-	6163696	6164138	6.07482035907768e-09	2.8620434033165e-08	-0.343676231176231
Tnpo	chr3L_+_6196711_6197035	chr3L	+	6196711	6197035	3.46539526063128e-06	1.17515243094471e-05	-0.0804617226585789
BG642312	chr3L_-_6232990_6233298	chr3L	-	6232990	6233298	0.00801696765215625	0.0164975038144484	-0.477218505117939
CG10226	chr3L_-_6238025_6238307	chr3L	-	6238025	6238307	1.00452570142559e-40	2.80193926591441e-39	-0.692161374428471
CG10226	chr3L_-_6238781_6239271	chr3L	-	6238781	6239271	4.95821103168108e-29	9.00636748395661e-28	-0.601636111756314
Best2	chr3L_-_6248216_6248544	chr3L	-	6248216	6248544	4.40777587554373e-22	5.74154646142937e-21	-0.282328566632439
Best2	chr3L_-_6248785_6250608	chr3L	-	6248785	6250608	2.02625015733311e-19	2.25871476163865e-18	-0.319327362224633
Best2	chr3L_-_6250717_6251369	chr3L	-	6250717	6251369	4.25670231020857e-25	6.47163506171816e-24	-0.362752321024172
CG13300	chr3L_-_6332192_6332468	chr3L	-	6332192	6332468	0.000164979069526932	0.000444149820342127	-0.856225296442688
sfl	chr3L_+_6547601_6548685	chr3L	+	6547601	6548685	1.15875441462706e-09	5.8913266844666e-09	-0.285053182835888
MCU	chr3L_+_6551949_6562320	chr3L	+	6551949	6562320	1.63382718158672e-07	6.53275159045619e-07	-0.100519100643538
jv	chr3L_-_6564371_6564725	chr3L	-	6564371	6564725	0.0144887785838469	0.0284283213007032	-0.211975962633857
GluRIA	chr3L_+_6631554_6631865	chr3L	+	6631554	6631865	2.57024304003669e-05	7.74597649680456e-05	-0.396565196852141
eIF4E4	chr3L_-_6664591_6664845	chr3L	-	6664591	6664845	1.80776142219077e-43	5.47703473325499e-42	-0.132117777164117
ple	chr3L_-_6715368_6715706	chr3L	-	6715368	6715706	8.02093266872766e-08	3.32649208986217e-07	-0.393372954405681
ple	chr3L_-_6715834_6716128	chr3L	-	6715834	6716128	1.9687958551799e-10	1.08357240219072e-09	-0.52402766174696
ple	chr3L_-_6716949_6717332	chr3L	-	6716949	6717332	1.09564028514425e-08	5.01942749307921e-08	-0.353098198970841
ple	chr3L_-_6718015_6719003	chr3L	-	6718015	6719003	7.63335515425977e-11	4.37505837822611e-10	-0.533696338850842
dikar	chr3L_-_6739921_6740303	chr3L	-	6739921	6740303	3.85181709967386e-29	7.03506142662762e-28	-0.17619050299977
dikar	chr3L_-_6742049_6742552	chr3L	-	6742049	6742552	9.40320077898626e-11	5.3466059228365e-10	-0.43537055479254
ebd1	chr3L_-_684691_685026	chr3L	-	684691	685026	2.10930974199521e-10	1.15747876540525e-09	-0.611652790625964
Prat2	chr3L_-_6913527_6914412	chr3L	-	6913527	6914412	1.98345307787265e-07	7.84931899899789e-07	-0.276298662404043
Mp	chr3L_+_7035315_7035742	chr3L	+	7035315	7035742	0.000125826651044894	0.000344647125367821	-0.180398288347597
Mp	chr3L_+_7035881_7038003	chr3L	+	7035881	7038003	3.69584517053788e-08	1.59101613901192e-07	-0.262940866659402
Mp	chr3L_+_7051722_7051975	chr3L	+	7051722	7051975	6.39887901082001e-06	2.0953289695673e-05	-0.212993534186388
Acbp6	chr3L_+_7127897_7129033	chr3L	+	7127897	7129033	2.30341524327171e-10	1.25882725327918e-09	0.251836953472224
NONE	chr3L_+_7243959_7244375	chr3L	+	7243959	7244375	1.36985703067953e-09	6.91472818563037e-09	-0.651798378926039
unc-13-4A	chr3L_-_7271067_7272512	chr3L	-	7271067	7272512	2.25141966612488e-06	7.81182341663004e-06	-0.136310351330803
NONE	chr2L_+_16105144_16123680	chr2L	+	16105144	16123680	3.44341923572618e-06	1.16814315076337e-05	-0.90955934612651
RFeSP	chr2L_-_1613423_1613981	chr2L	-	1613423	1613981	1.75620943271421e-14	1.39552514042338e-13	-0.0474553323694228
lncRNA:CR44871	chr2L_-_16135228_16135679	chr2L	-	16135228	16135679	6.25264247411485e-06	2.05105826913252e-05	-0.565370674666609
CG42458	chr3L_+_7452484_7452801	chr3L	+	7452484	7452801	7.62691978297847e-10	3.9594224973947e-09	-0.295726987966801
Cyp4d8	chr3L_-_7495109_7496027	chr3L	-	7495109	7496027	2.99485648126733e-23	4.15291409940903e-22	-0.674040853536056
emc	chr3L_+_750227_752270	chr3L	+	750227	752270	6.67332758905728e-08	2.7944998776516e-07	-0.206991146373691
CG7546	chr3L_+_7514354_7514647	chr3L	+	7514354	7514647	1.25824677786585e-09	6.37428530554534e-09	-0.269672373847814
lqf	chr3L_+_7535644_7536002	chr3L	+	7535644	7536002	2.87632005006679e-67	1.52237458987331e-65	-0.707165648608704
Ca-alpha1D	chr2L_+_16165935_16166216	chr2L	+	16165935	16166216	3.96419581397098e-13	2.8103751730919e-12	-0.16560282460022
Pura	chr3L_+_7624934_7625365	chr3L	+	7624934	7625365	1.45919958321437e-05	4.54891765826247e-05	-0.208714071433322
Pura	chr3L_+_7638567_7638839	chr3L	+	7638567	7638839	1.21850124936692e-05	3.83862908725319e-05	-0.26616704603806
Ank2	chr3L_-_7663324_7663691	chr3L	-	7663324	7663691	7.38330243192257e-05	0.000208797323354992	-0.186459398301504
Ca-alpha1D	chr2L_+_16169906_16170257	chr2L	+	16169906	16170257	9.84245259793591e-06	3.14048807563196e-05	-0.634000721500722
Ank2	chr3L_-_7704050_7705701	chr3L	-	7704050	7705701	5.10226037205064e-34	1.13557837253742e-32	-0.546760042243409
Mcad	chr3L_+_7719457_7720058	chr3L	+	7719457	7720058	8.38726306250974e-05	0.000235346749588093	-0.0707383959294624
Ca-alpha1D	chr2L_+_16174522_16174853	chr2L	+	16174522	16174853	3.39561468390237e-10	1.82600443218241e-09	-0.563633212600289
Snmp2	chr3L_-_7736869_7737359	chr3L	-	7736869	7737359	8.2031326627369e-06	2.64669937814166e-05	-0.483435599778883
Ca-alpha1D	chr2L_+_16175007_16175433	chr2L	+	16175007	16175433	2.60338581456203e-15	2.21209709671855e-14	-0.411813193841267
syd	chr3L_-_7926837_7927486	chr3L	-	7926837	7927486	0.000610558777690692	0.001512169880402	-0.302317647389119
syd	chr3L_-_7930745_7931753	chr3L	-	7930745	7931753	3.63749678584514e-12	2.35889053157222e-11	-0.355445473002082
syd	chr3L_-_7933791_7935376	chr3L	-	7933791	7935376	7.21533430622638e-17	6.84337435153786e-16	-0.681487055605839
nmo	chr3L_+_8045946_8046568	chr3L	+	8045946	8046568	1.61689900026716e-12	1.08412634660084e-11	-0.0764593655473942
bip1	chr3L_-_8055439_8055874	chr3L	-	8055439	8055874	1.02768439354323e-29	1.92768637836461e-28	-0.649410288926655
Sarm	chr3L_+_8077573_8079368	chr3L	+	8077573	8079368	3.49013802687021e-06	1.18295412513009e-05	-0.232619957494659
lncRNA:CR43974	chr3L_-_8082169_8082513	chr3L	-	8082169	8082513	2.81312702287725e-35	6.54189213915655e-34	-0.858051338815096
Sarm	chr3L_+_8097172_8098344	chr3L	+	8097172	8098344	2.99812731801374e-11	1.78480395566044e-10	-0.232600534835524
Sarm	chr3L_+_8098725_8099144	chr3L	+	8098725	8099144	1.45151560667037e-21	1.83509746158262e-20	-0.171211202600006
Sarm	chr3L_+_8099536_8102891	chr3L	+	8099536	8102891	4.06881248435548e-14	3.14394053071473e-13	-0.209942212182814
msk	chr3L_+_8116529_8117303	chr3L	+	8116529	8117303	2.15571512481723e-15	1.84265536605635e-14	-0.10643772223864
ldbr	chr3L_+_8121621_8121927	chr3L	+	8121621	8121927	8.23830623329229e-15	6.72029332284028e-14	-0.453652798475958
Cds	chr3L_+_8128369_8129082	chr3L	+	8128369	8129082	5.72431981615013e-30	1.08397629408035e-28	-0.102656275191026
CG13676	chr3L_-_8146451_8151166	chr3L	-	8146451	8151166	0.00964237722385892	0.0195548459848343	-0.408269682769479
CG13676	chr3L_-_8151302_8151755	chr3L	-	8151302	8151755	0.0122783322519523	0.0244262219497358	-0.700184453227932
CG13675	chr3L_-_8161545_8164218	chr3L	-	8161545	8164218	3.44812016306872e-10	1.85277695026953e-09	-0.0967373235428795
Nmt	chr3L_-_8177639_8178121	chr3L	-	8177639	8178121	0.000105202512184965	0.000291144060416477	-0.0982482698239076
Uxs	chr3L_+_8181932_8182218	chr3L	+	8181932	8182218	2.51393135770303e-36	6.07727400740835e-35	-0.308895675883796
Atg18a	chr3L_+_8189445_8189840	chr3L	+	8189445	8189840	1.8322114179661e-17	1.81037015194352e-16	-0.368125755183673
Dscam4	chr3L_+_8248951_8254863	chr3L	+	8248951	8254863	2.12918964291153e-17	2.09454986642024e-16	-0.784038317773258
Dscam4	chr3L_+_8255001_8255351	chr3L	+	8255001	8255351	5.23589684501407e-09	2.48356601649512e-08	-0.584962986078605
Dscam4	chr3L_+_8255618_8260320	chr3L	+	8255618	8260320	2.08473360885476e-05	6.36308092287927e-05	-0.554396000824572
Dscam4	chr3L_+_8260790_8262952	chr3L	+	8260790	8262952	3.5119851550329e-09	1.69494982946428e-08	-0.731006887761624
Dscam4	chr3L_+_8263119_8265892	chr3L	+	8263119	8265892	9.71472243262524e-07	3.5292713308814e-06	-0.393505998197074
Dscam4	chr3L_+_8265984_8266345	chr3L	+	8265984	8266345	5.44466216313348e-18	5.56421992789862e-17	-0.734153886383488
Dscam4	chr3L_+_8267073_8268994	chr3L	+	8267073	8268994	1.44214594629249e-12	9.71462320653491e-12	-0.636129816685372
Dscam4	chr3L_+_8269123_8269707	chr3L	+	8269123	8269707	1.04192597664867e-16	9.78611462206309e-16	-0.722413294361716
Dscam4	chr3L_+_8269845_8270454	chr3L	+	8269845	8270454	1.76962715226919e-17	1.75070838055625e-16	-0.715766798119739
Dscam4	chr3L_+_8270598_8271448	chr3L	+	8270598	8271448	1.85566709228771e-09	9.22475266308936e-09	-0.5003985905179
Dscam4	chr3L_+_8271611_8272251	chr3L	+	8271611	8272251	4.52394501415681e-05	0.000131804673652926	-0.357329273597216
Dscam4	chr3L_+_8273329_8274550	chr3L	+	8273329	8274550	3.94012906760261e-18	4.060586550407e-17	-0.741802964905397
Dscam4	chr3L_+_8274669_8275503	chr3L	+	8274669	8275503	1.13164995657541e-16	1.06009932810047e-15	-0.863423529875143
Dscam4	chr3L_+_8276502_8276825	chr3L	+	8276502	8276825	2.85699734638311e-08	1.24717035647282e-07	-0.347531511561662
Dscam4	chr3L_+_8276973_8277429	chr3L	+	8276973	8277429	1.12278654582971e-07	4.57438179819616e-07	-0.532525682616924
Dscam4	chr3L_+_8279966_8280258	chr3L	+	8279966	8280258	0.0160155600648665	0.0311582093820722	-0.241858627555222
cert	chr3L_-_8284293_8286125	chr3L	-	8284293	8286125	9.3270203003092e-07	3.39715791371743e-06	-0.331972257133547
cert	chr3L_-_8288220_8289168	chr3L	-	8288220	8289168	0.000448699971070248	0.00113362788579794	-0.0686276520425869
Sf3b3	chr3L_-_830341_830620	chr3L	-	830341	830620	5.64020039237443e-05	0.000162121198451872	-0.227598118662303
CG7194	chr3L_-_8303490_8303820	chr3L	-	8303490	8303820	6.24698431834054e-16	5.55415178993892e-15	-0.372756235110478
Cpsf6	chr3L_-_8312750_8313009	chr3L	-	8312750	8313009	1.1888313539866e-05	3.75011507125744e-05	-0.229989047519669
Sf3b3	chr3L_-_831790_832040	chr3L	-	831790	832040	5.65272574868069e-21	6.91074802178872e-20	0.204135638712092
CG13670	chr3L_+_8321236_8321793	chr3L	+	8321236	8321793	9.22141862321757e-11	5.24720799424071e-10	-0.700957925595607
DNApol-alpha50	chr3L_+_8340499_8342964	chr3L	+	8340499	8342964	1.0448315938081e-07	4.27335793294725e-07	-0.592303992303992
CG13887	chr3L_+_838624_839101	chr3L	+	838624	839101	1.24582922089197e-19	1.40595812619459e-18	-0.4212431541845
Unr	chr3L_-_8441718_8442205	chr3L	-	8441718	8442205	0.014036225512553	0.0276111838344477	-0.137891129951531
Gug	chr3L_+_8462103_8463002	chr3L	+	8462103	8463002	2.32700161010648e-05	7.05288246998587e-05	-0.128839458453135
PRL-1	chr2L_-_16247384_16248600	chr2L	-	16247384	16248600	0.000594789046036685	0.00147566766235766	-0.0310339873899906
Schip1	chr2L_-_10330592_10331078	chr2L	-	10330592	10331078	0.000926270717318951	0.00223132219607197	-0.364552501761804
rhea	chr3L_+_8569001_8570307	chr3L	+	8569001	8570307	7.30247656671163e-08	3.04459260809009e-07	-0.37501046711573
CG43078	chr3L_+_8585689_8585969	chr3L	+	8585689	8585969	3.32790013643587e-08	1.44072718368051e-07	-0.782531055900621
CG43078	chr3L_+_8586956_8587342	chr3L	+	8586956	8587342	4.4863547914216e-16	4.03543452926715e-15	-0.619688144197928
CG43078	chr3L_+_8588818_8593465	chr3L	+	8588818	8593465	1.46908519902122e-17	1.46044892580621e-16	-0.632740127663799
CG43078	chr3L_+_8596103_8596410	chr3L	+	8596103	8596410	2.56632360632017e-11	1.53689363478835e-10	-0.246209560482246
RpL14	chr3L_+_8601037_8601312	chr3L	+	8601037	8601312	0.0176978837502641	0.0341285658172182	-0.0135792200257403
Zasp66	chr3L_+_8626510_8626959	chr3L	+	8626510	8626959	1.60544467290326e-08	7.21746336562336e-08	-0.675120009366585
Zasp66	chr3L_+_8627109_8627425	chr3L	+	8627109	8627425	0.00322857470893565	0.00711797956818618	-0.201238235444737
Zasp66	chr3L_+_8630635_8634581	chr3L	+	8630635	8634581	1.2768706909942e-12	8.6448454184087e-12	-0.320446979355234
h	chr3L_+_8676348_8677370	chr3L	+	8676348	8677370	0.001006154381327	0.00240963674791445	-0.138242604312438
Usp10	chr3L_+_872233_873306	chr3L	+	872233	873306	1.45549789446422e-06	5.17417132426274e-06	-0.197971141046905
Prm	chr3L_-_8742423_8744273	chr3L	-	8742423	8744273	1.28761033164222e-08	5.85201261839153e-08	-0.121129519833659
Prm	chr3L_-_8744331_8744961	chr3L	-	8744331	8744961	3.96073146775572e-12	2.5615392012251e-11	-0.160914941191669
Fhos	chr3L_+_8777317_8782546	chr3L	+	8777317	8782546	1.80180989071635e-09	8.97198601529509e-09	-0.582962096914076
Fhos	chr3L_+_8782657_8784997	chr3L	+	8782657	8784997	0.000925652773686859	0.00223002135953686	-0.421175768343078
Fhos	chr3L_+_8787720_8788937	chr3L	+	8787720	8788937	4.20396238861074e-11	2.46844110471663e-10	-0.604054673042745
Fhos	chr3L_+_8797821_8798119	chr3L	+	8797821	8798119	7.97674713942647e-06	2.57778484923178e-05	-0.654870330348873
dally	chr3L_+_8828503_8835050	chr3L	+	8828503	8835050	1.82099832580853e-11	1.1062390848555e-10	-0.442373209265333
dally	chr3L_+_8887286_8887957	chr3L	+	8887286	8887957	6.70749566203952e-19	7.2724604728611e-18	-0.464583556006836
mfr	chr3L_-_8907246_8907522	chr3L	-	8907246	8907522	2.86627714059334e-18	2.98074487782108e-17	-0.268444314826278
EndoGI	chr2L_+_16257765_16258035	chr2L	+	16257765	16258035	0.00153352526441782	0.003563876842571	-0.245703110133615
Tsp66E	chr3L_+_8926192_8926694	chr3L	+	8926192	8926694	8.94886772989631e-13	6.14623529961539e-12	-0.93681917211329
Tsp66E	chr3L_+_8926794_8928014	chr3L	+	8926794	8928014	9.52089548442541e-47	3.17579247279981e-45	-0.916694438459144
Tsp66E	chr3L_+_8928144_8930378	chr3L	+	8928144	8930378	2.15272647858663e-39	5.76629209759442e-38	-0.850105773866924
CG43783	chr3L_-_8936770_8941952	chr3L	-	8936770	8941952	1.88968783469458e-31	3.79646538945016e-30	0.00896702193690135
orb2	chr3L_-_8949280_8949655	chr3L	-	8949280	8949655	2.91708832973895e-08	1.27196075832299e-07	-0.0213912568238486
CG13314	chr3L_+_8981888_8982712	chr3L	+	8981888	8982712	3.27371703000347e-11	1.94062755109147e-10	-0.553681059350175
Doc1	chr3L_+_9042198_9043386	chr3L	+	9042198	9043386	7.88557371657745e-20	9.00424389966028e-19	-0.237221143034076
Argk	chr3L_-_9051717_9053518	chr3L	-	9051717	9053518	8.47783430252014e-05	0.000237673744715123	-0.16174833681772
CG4911	chr3L_-_9071901_9072486	chr3L	-	9071901	9072486	0.0019531877510765	0.0044695349001105	-0.0607810680003488
NONE	chr3L_-_9074652_9075024	chr3L	-	9074652	9075024	0.000583415578817832	0.0014492597299624	-0.370612904018076
Use1	chr3L_-_9135901_9136299	chr3L	-	9135901	9136299	5.14952545002759e-14	3.94638798469438e-13	-0.536136927175817
Rdl	chr3L_-_9161346_9162383	chr3L	-	9161346	9162383	1.87331844026451e-07	7.43190886725942e-07	-0.716192411924119
Slc45-1	chr3L_-_9203772_9204096	chr3L	-	9203772	9204096	1.98434638785108e-05	6.07508092513433e-05	-0.213737941366658
CG4476	chr3L_+_9212213_9212654	chr3L	+	9212213	9212654	7.31025261397978e-06	2.37441306807974e-05	-0.211705094305998
GluRIB	chr3L_+_9257556_9258096	chr3L	+	9257556	9258096	6.31117571516846e-14	4.80037238829741e-13	-0.497368964630048
GluRIB	chr3L_+_9258225_9258823	chr3L	+	9258225	9258823	9.46399896881259e-13	6.48384995917156e-12	-0.513234013234013
GluRIB	chr3L_+_9267167_9268888	chr3L	+	9267167	9268888	0.000224711380455123	0.0005933574923114	-0.380531508995929
GluRIB	chr3L_+_9284252_9284579	chr3L	+	9284252	9284579	5.64014418984558e-05	0.000162121198451872	-0.253903476167344
