Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
Ythdf	chr3R_-_25036717_25036787_25036866_25037811_25038209	chr3R	-	25036717;25036787;25036866;25037811;25038209	0.000400215917493886	0.00421505546028282	0.107833333333333;-0.1556;0.0478333333333333;-0.132766666666667;0.132766666666667
Fur1	chr3R_-_25417964_25431915_25431981_25438386_25439801_25439870_25461420_25472480	chr3R	-	25417964;25431915;25431981;25438386;25439801;25439870;25461420;25472480	1.02216069498092e-05	0.000176186276378506	-0.114833333333333;0.0663666666666667;0.0175;0.0309333333333333;0.1059;-0.1059;0.0347;0.0142666666666667;-0.0489333333333333
Pzl	chr3R_-_2555023_2557976_2558354_2684884_2690088_2690442_2741592_2742104_2743109	chr3R	-	2555023;2557976;2558354;2684884;2690088;2690442;2741592;2742104;2743109	1.99409261871787e-11	9.08528396589043e-10	-0.0247666666666667;0.609166666666667;-0.584433333333333;0.0298;0.2928;-0.0429666666666667;-0.279633333333333;-0.00579999999999992;0.00580000000000001;0.381333333333333;-0.381333333333333
ymp	chr3R_-_25592110_25592177_25592190_25592234_25592291_25592352_25592371_25592376_25592528_25592581	chr3R	-	25592110;25592177;25592190;25592234;25592291;25592352;25592371;25592376;25592528;25592581	3.07856229708591e-35	8.03942766370309e-33	-0.0133666666666667;0.000133333333333333;-0.196333333333333;0.000666666666666667;0.207833333333333;0.0011;0.0148333333333333;0.0608333333333333;-0.0756333333333333;0.205166666666667;-0.205166666666667
ymp	chr3R_-_25592885_25593673_25593704_25593746_25593750_25593817_25594350_25594464_25606491_25608726	chr3R	-	25592885;25593673;25593704;25593746;25593750;25593817;25594350;25594464;25606491;25608726	8.56117554782907e-10	3.08111192363074e-08	0.00923333333333332;-0.000633333333333333;-0.000266666666666667;0.0007;-0.0102333333333333;-0.000533333333333333;0;0.0018;-0.000233333333333333;0.00023333333333353
Ssadh	chr3R_-_25626645_25626648_25626663_25626730_25626741	chr3R	-	25626645;25626648;25626663;25626730;25626741	0.00321404783347414	0.0237271485716171	0.171966666666667;-0.145266666666667;-0.0267333333333333;0.0634666666666668;-0.0634666666666667
CG5028	chr3R_+_25682431_25682655_25683056_25683383_25683471	chr3R	+	25682431;25682655;25683056;25683383;25683471	1.3272467919466e-05	0.000221809732469931	-0.0623333333333332;0.0623333333333333;0.00380000000000001;-0.00380000000000003;-0.0315000000000002;0.0315
CLS	chr3R_-_25686866_25686944_25686980_25687014_25687249	chr3R	-	25686866;25686944;25686980;25687014;25687249	1.70384604728212e-13	9.75550569727724e-12	0.111366666666667;-0.111366666666667;-0.0173;-0.0798666666666666;0.0971333333333333
Fas3	chr2L_+_18387317_18388380_18391050_18391364_18392243_18404084_18404092_18404213_18419255	chr2L	+	18387317;18388380;18391050;18391364;18392243;18404084;18404092;18404213;18419255	3.86893295520709e-15	2.61625391553115e-13	-0.123133333333333;0.123133333333333;-0.3325;0.1567;0.1758;0.132033333333333;0.0385666666666667;-0.0385666666666667;-0.0983666666666667;-0.0337
lncRNA:CR43847	chr3R_-_25795020_25797072_25797196_25797428_25797559	chr3R	-	25795020;25797072;25797196;25797428;25797559	0.000999084481574615	0.0091649559018756	0.0587666666666667;-0.0587666666666666;0.1412;-0.1412;0.0689333333333333;-0.0689333333333333
gro	chr3R_+_26045827_26046121_26046357_26046473_26046483_26046534_26046592_26046731	chr3R	+	26045827;26046121;26046357;26046473;26046483;26046534;26046592;26046731	5.19380450299503e-05	0.000740932487668605	-0.120266666666667;-0.00163333333333333;0.0941666666666667;0.00523333333333333;0.0225;-0.0223;0.0223;0.0344000000000001;-0.0344
Ald1	chr3R_-_26188519_26188595_26188631_26241809_26242368_26252857_26255431_26256307_26256472_26256533_26256623_26256931	chr3R	-	26188519;26188595;26188631;26241809;26242368;26252857;26255431;26256307;26256472;26256533;26256623;26256931	2.42551885576527e-13	1.36204332878686e-11	-0.003;-0.00383333333333333;-0.00203333333333333;0.0170333333333333;0.00296666666666667;-0.0111666666666667;-0.00216666666666668;0.1371;-0.135;0.6901;-0.6901;-0.00386666666666657;0.000733333333333333;0.0032
lncRNA:CR46061	chr3R_+_26235809_26236707_26236821_26239349_26241416_26251328_26251388	chr3R	+	26235809;26236707;26236821;26239349;26241416;26251328;26251388	6.54166877810168e-15	4.30136483084985e-13	0.209966666666667;-0.209966666666667;0.412933333333333;-0.0384;-0.298666666666667;-0.0759333333333333;0.4004;-0.4004
scrib	chr3R_+_26590717_26591356_26594774_26597645_26598123_26598575	chr3R	+	26590717;26591356;26594774;26597645;26598123;26598575	7.97007665225021e-10	2.88942265359597e-08	-0.0260666666666667;0.0260666666666667;0.0568666666666667;-0.0661333333333333;0.0307666666666667;-0.0214666666666666
scrib	chr3R_+_26598712_26598761_26599106_26599293_26601245_26602939_26603558	chr3R	+	26598712;26598761;26599106;26599293;26601245;26602939;26603558	0.0290575367312136	0.129662928184785	0.152333333333333;-0.152333333333333;0.0858333333333334;-0.053;-0.0328;-0.0162333333333333;-0.0519333333333333;-0.000700000000000034;0.0688666666666667;-0.173566666666667;0.173566666666667
CG5500	chr3R_+_26879836_26879885_26880083_26882063_26883625	chr3R	+	26879836;26879885;26880083;26882063;26883625	1.26710722791147e-08	3.84871089495322e-07	-0.145866666666667;0.145866666666667;0.00483333333333333;0.00860000000000016;-0.0134333333333333
Pzl	chr3R_-_2743171_2743729_2743785_2743976_2744070_2744518_2940911_3103771	chr3R	-	2743171;2743729;2743785;2743976;2744070;2744518;2940911;3103771	5.35973757479285e-26	8.35715780442397e-24	-0.205866666666667;0.205866666666667;-0.0707666666666667;0.0707666666666666;0.0728333333333334;0.0727333333333333;-0.145566666666667;-0.353833333333333;0.4392;-0.0853333333333333
tau	chr3R_-_27640296_27641494_27643813_27643973_27645223_27645410_27646039	chr3R	-	27640296;27641494;27643813;27643973;27645223;27645410;27646039	3.69971890123641e-11	1.62790165708444e-09	-0.125966666666667;-0.0491333333333333;0.1751;-0.1246;0.1246;Inf;Inf;0.0507666666666667;-0.0507666666666667
tau	chr3R_-_27647608_27650691_27651444_27651459_27651606_27651678_27656204_27656699	chr3R	-	27647608;27650691;27651444;27651459;27651606;27651678;27656204;27656699	5.29969304344163e-12	2.57143187918228e-10	-0.133;0.00263333333333333;0.0277666666666667;0.220333333333333;-0.1178;-0.0343;0.0342999999999998;0.0623666666666667;-0.0258333333333333;-0.0365333333333333;-0.171166666666667;0.171166666666666
CG31055	chr3R_-_27686406_27686461_27686465_27686568_27686616_27686684_27686849_27686902_27686937	chr3R	-	27686406;27686461;27686465;27686568;27686616;27686684;27686849;27686902;27686937	3.26155260788679e-07	7.76020004012057e-06	-0.00463333333333333;-0.0125000000000001;0.00376666666666667;0.003;0.0103333333333333;-0.00503333333333333;0.0103333333333331;-0.00533333333333333;-0.255366666666667;0.255366666666667
mil	chr3R_+_27913282_27913319_27913340_27913349_27913427_27913480	chr3R	+	27913282;27913319;27913340;27913349;27913427;27913480	0.0318501682053805	0.138340985454013	0.000633333333333333;-0.000633333333333264;-0.00103333333333333;0.000933333333333342;-0.000433333333333333;0.000566666666666666
BOD1	chr3R_+_27942133_27942433_27942483_27942583_27942586	chr3R	+	27942133;27942433;27942483;27942583;27942586	0.000940799812513668	0.00871240028192166	-0.218166666666667;0.218166666666667;-0.0159333333333331;0.0159333333333333;0.0906666666666667;-0.0243666666666667;-0.0662666666666666;0.144833333333333;-0.144833333333333
Hrb98DE	chr3R_+_28599999_28600568_28600669_28600704_28600716	chr3R	+	28599999;28600568;28600669;28600704;28600716	5.6287408217307e-43	2.16524514448384e-40	0.108366666666667;-0.108366666666667;0.2348;-0.236933333333333;0.00216666666666667;-0.0634333333333333;0.0634333333333333;-0.0376;0.0376
Hrb98DE	chr3R_+_28603318_28603606_28603698_28604059_28605460	chr3R	+	28603318;28603606;28603698;28604059;28605460	0.000124800206174586	0.00155917737161836	-0.00896666666666666;0.00896666666666657;0.0104000000000002;-0.0104;0.00539999999999974;-0.0054
snu	chr3R_+_28675685_28680075_28680170_28686451_28690209	chr3R	+	28675685;28680075;28680170;28686451;28690209	5.62472048433747e-14	3.3738344410301e-12	0.215933333333333;0.0312333333333333;-0.247166666666667;0.639;-0.639
NONE	chr2L_+_18665286_18665674_18665914_18666351_18666412_18666473	chr2L	+	18665286;18665674;18665914;18666351;18666412;18666473	2.07879439998217e-10	8.30496461749094e-09	-0.200266666666667;0.200266666666667;-0.140966666666667;-0.131433333333333;0.272366666666667;0.143933333333333;0.0518666666666666;-0.195733333333333;0.153733333333333;-0.153733333333333
Doa	chr3R_+_28901022_28902141_28902806_28919490_28919567_28920223	chr3R	+	28901022;28902141;28902806;28919490;28919567;28920223	3.38514604158538e-08	9.55470856140098e-07	0.0295333333333332;-0.0120666666666667;-0.0175333333333333;0.061;0.0294333333333333;0.0768333333333334;-0.167233333333333;-0.0938333333333332;0.0938333333333334;-0.326866666666667;0.326866666666667;-0.403733333333333;0.403733333333333
CG11873	chr3R_+_29063147_29063801_29063977_29064612_29074961_29075026_29085852_29085919_29097230	chr3R	+	29063147;29063801;29063977;29064612;29074961;29075026;29085852;29085919;29097230	0.000812394822686161	0.00769863634816074	0.0778666666666667;-0.163366666666667;0.0854666666666667;0.0528666666666665;-0.0272333333333333;-0.0256333333333333;0.0921333333333333;-0.0921333333333332;0.0447333333333333;0.0890333333333333;-0.133866666666667
Vha100-1	chr3R_+_29133429_29133961_29134555_29134598_29135047	chr3R	+	29133429;29133961;29134555;29134598;29135047	0.01964886692769	0.0972842281542761	-0.0642666666666667;0.0917666666666667;-0.0274333333333333;-0.115133333333333;0.115133333333333
CG2321	chr3R_-_29319795_29455057_29455087_29476962_29486239_29487138	chr3R	-	29319795;29455057;29455087;29476962;29486239;29487138	4.83205883697328e-06	9.00540446028433e-05	-0.243033333333333;-0.0506333333333333;0.3147;-0.0209666666666666;Inf;Inf
alph	chr3R_+_29597473_29597774_29597908_29598162_29598383_29604508	chr3R	+	29597473;29597774;29597908;29598162;29598383;29604508	8.08784919850018e-30	1.61357615018897e-27	0.0169999999999998;-0.017;0.00413333333333331;0.126766666666667;-0.1073;-0.0235333333333333
dgt1	chr3R_-_29855043_29855128_29855648_29855710_29855951	chr3R	-	29855043;29855128;29855648;29855710;29855951	1.99496003791389e-05	0.000319756057374317	0.0320333333333333;-0.0320333333333335;-0.000233333333333419;0.000233333333333335;0.0760666666666667;-0.0760666666666668
CG34133	chr3R_+_29870054_29870126_29871058_29871149_29871237_29871242	chr3R	+	29870054;29870126;29871058;29871149;29871237;29871242	5.80369601761195e-11	2.49221414349872e-09	-0.0947666666666668;0.0947666666666667;0.0309666666666667;0.115366666666667;-0.141366666666667;-0.00496666666666667
janA	chr3R_-_30038955_30038969_30039009_30039060_30039186_30039243	chr3R	-	30038955;30038969;30039009;30039060;30039186;30039243	0.0372272637476921	0.154082639676277	0.00280000000000014;-0.0028;-0.000666666666666667;0.000666666666666593;-0.000533333333333333;0.00116666666666665;-0.000666666666666667
Pzl	chr3R_-_3031536_3060391_3060784_3061173_3061233	chr3R	-	3031536;3060391;3060784;3061173;3061233	0.000175432710458423	0.00208703199121473	-0.0636;-0.000166666666666662;0.0637333333333333;0.179433333333334;-0.179433333333333
Fer1HCH	chr3R_-_30386596_30386716_30386737_30386828_30386882_30387111_30387409_30387462	chr3R	-	30386596;30386716;30386737;30386828;30386882;30387111;30387409;30387462	6.78008243635988e-05	0.000926721863391904	-0.0159999999999999;0.00949999999999995;0.00316666666666667;0.00333333333333333;0.00936666666666663;0.00709999999999998;-0.0164666666666667;0.00496666666666667;-0.00496666666666679
lncRNA:CR45191	chr3R_+_30664836_30664941_30664959_30665013_30665026_30665088_30665249_30665840_30665870	chr3R	+	30664836;30664941;30664959;30665013;30665026;30665088;30665249;30665840;30665870	1.32199118916916e-07	3.37008079299269e-06	-0.0146;0.0145999999999999;-0.0986333333333333;0.0986333333333334;0.101966666666667;0.2771;-0.379066666666667;0.00150000000000006;-0.0015;0.0201666666666667;-0.0228333333333333;0.00263333333333333
cindr	chr3R_+_30818207_30818288_30823679_30823702_30824023_30824211_30824276	chr3R	+	30818207;30818288;30823679;30823702;30824023;30824211;30824276	1.9296650829499e-14	1.20822236446184e-12	-0.0128666666666668;0.0717666666666667;-0.117766666666667;0.0756333333333333;-0.0167333333333333;0.0403333333333333;-0.0403333333333331
dco	chr3R_-_31058627_31058947_31059002_31060373_31060464_31060948_31061068_31061075	chr3R	-	31058627;31058947;31059002;31060373;31060464;31060948;31061068;31061075	0.00689671070003304	0.0435431540128573	0.0332;-0.0331999999999999;0.0129333333333333;0.0154333333333333;-0.0562666666666667;0.0278333333333333;-0.0261333333333333;-0.0108666666666667;0.0369666666666666
PNPase	chr3R_-_31404583_31404597_31404604_31404651_31404800_31405269	chr3R	-	31404583;31404597;31404604;31404651;31404800;31405269	0.000231763076679931	0.00265112033635958	-0.2581;0.0754333333333333;0.1827;-0.0606333333333333;-0.0356333333333334;0.0962666666666667;0.0483666666666668;-0.0483666666666667;0.120933333333333;-0.120933333333333
CycG	chr3R_-_31595601_31596046_31599036_31599348_31600387	chr3R	-	31595601;31596046;31599036;31599348;31600387	0.000278389166320078	0.00309612899192487	-0.0028;0.00279999999999991;0.00863333333333349;-0.00693333333333333;-0.00176666666666667
CG10602	chr2L_-_18857403_18857540_18857586_18858462_18858519_18858950	chr2L	-	18857403;18857540;18857586;18858462;18858519;18858950	0.00867906343602646	0.052063844821531	0.0207333333333333;-0.0206333333333333;-6.66666666666593e-05;-0.00593333333333333;-0.0717333333333333;0.0776333333333332
CG42233	chr3R_-_31793470_31793576_31800174_31800614_31802837	chr3R	-	31793470;31793576;31800174;31800614;31802837	0.0209483389017262	0.102222973474579	-0.0404666666666667;0.0404666666666667;0.196733333333333;-0.1009;-0.0959
heph	chr3R_-_31866436_31867104_31873832_31874099_31881746_31881871_31921631_31921674_31932070_31933452_31935391_31935775_31945658_31950272_31959033_31959127_31969754_31969785_31972500_31972553_31975446_31975527_31975565_31975965_31979521	chr3R	-	31866436;31867104;31873832;31874099;31881746;31881871;31921631;31921674;31932070;31933452;31935391;31935775;31945658;31950272;31959033;31959127;31969754;31969785;31972500;31972553;31975446;31975527;31975565;31975965;31979521	4.49526905254663e-11	1.96315825428041e-09	0.00473333333333333;0.00433333333333333;-0.000799999999999912;-0.00343333333333334;-0.0013;-0.0003;-0.0008;-0.0026;-0.0353333333333333;0.0712333333333334;0.00113333333333335;-0.037;0.00166666666666667;-0.00166666666666671;0.0118;0.00369999999999981;-0.005;0.0014;-0.0112666666666667;-0.000700000000000006;-0.0009;-0.00273333333333325;0.0036;-0.00389999999999979;0.0039;0.00183333333333333;-3.3333333333334e-05;0.00130000000000019;-0.00306666666666667;0.00236666666666667;-0.0272333333333331;0.0249333333333333;-0.00890000000000002;-0.000699999999999978;0.00953333333333335;-0.0128;-0.000666666666666668;0.0134666666666664;Inf;Inf
Map205	chr3R_-_32059145_32059289_32061444_32061511_32063013_32066327	chr3R	-	32059145;32059289;32061444;32061511;32063013;32066327	0.00151048575039021	0.0128916055654069	-0.000933333333333453;0.000933333333333335;0.0195666666666667;-0.00183333333333334;-0.0065;-0.0112666666666666
Pzl	chr3R_-_3262480_3262496_3262571_3262692_3262748	chr3R	-	3262480;3262496;3262571;3262692;3262748	1.19025461135065e-07	3.05730293833575e-06	0.00319999999999998;-0.00319999999999999;-0.0966333333333333;0.0966333333333335;0.1038;-0.1038
Parp	chr3R_-_3462693_3468907_3469478_3523412_3523947_3584978	chr3R	-	3462693;3468907;3469478;3523412;3523947;3584978	0.00030085875397458	0.0033100646025143	-0.0385;0.0385000000000001;-0.00513333333333333;0.0032;0.0018999999999999;0.0484;-0.0439333333333334;-0.00446666666666667;-0.00586666666666658;0.00586666666666667
Alg-2	chr3R_+_3623705_3625637_3625752_3626908_3713984_3735446_3744834	chr3R	+	3623705;3625637;3625752;3626908;3713984;3735446;3744834	0.00467403354742499	0.0318650736623293	-0.0167999999999999;0.0168;-0.00306666666666667;0.00826666666666667;-0.00523333333333353;0.0135666666666667;-0.000166666666666648;-0.0133666666666667
asRNA:CR46255	chr3R_-_4228988_4229043_4229256_4229318_4233349_4235609_4235668	chr3R	-	4228988;4229043;4229256;4229318;4233349;4235609;4235668	4.82781826145039e-08	1.32313938964946e-06	-0.215866666666667;-0.102733333333333;0.0752;-0.174433333333333;0.417833333333333;0.0833;-0.0833
MP1	chr3R_+_4295700_4296298_4297486_4307526_4307662_4307829_4307893_4308056_4308262	chr3R	+	4295700;4296298;4297486;4307526;4307662;4307829;4307893;4308056;4308262	1.38082123103688e-06	2.91028007555906e-05	-0.0472333333333333;-0.0261666666666666;0.0733666666666669;0.289566666666667;0.0822;-0.272133333333333;-0.0995666666666667;0.0588;-0.0279666666666667;-0.0308333333333333
CG9795	chr3R_+_4322047_4322104_4322698_4323160_4323229	chr3R	+	4322047;4322104;4322698;4323160;4323229	4.8209017550594e-23	6.15704870073103e-21	-0.3666;0.378;-0.0113666666666667;0.0246;-0.0246
CG9795	chr3R_+_4323889_4323951_4324164_4324335_4324510_4324586	chr3R	+	4323889;4323951;4324164;4324335;4324510;4324586	4.21479247750814e-10	1.60025108479669e-08	-0.0226;-0.157466666666667;0.180033333333333;0.0216666666666668;-0.0216666666666667;0.195266666666667;-0.195266666666667
CG9776	chr3R_-_4332477_4332570_4332606_4332860_4332990	chr3R	-	4332477;4332570;4332606;4332860;4332990	0.00488371956160554	0.0330155433925578	0.0735333333333335;-0.0735333333333333;-0.105466666666667;-0.0234666666666667;0.128933333333333
