FlyBase ID,Gene,Chr,Average,log2(SRPK/Control),pvalue,padj,log2(U2af38/Control),pvalue,padj
FBgn0004118, nAChRbeta2,chr3R,326.8831537,0.246469138,0.060062108,0.126959658,-0.159069571,0.350234944,0.398682566
FBgn0039217, CG13627,chr3R,2.321324918,0,1,1,1.942605376,0.041461331,0.0544994
FBgn0039218, Rpb10,chr3R,276.9324206,-0.244909578,0.098634218,0.189419995,-0.281413498,0.184943637,0.222104528
FBgn0004885, tok,chr3R,741.288197,-0.464556266,1.06E-09,1.34E-08,-0.453435359,1.14E-08,2.58E-08
FBgn0003719, tld,chr3R,93.34607582,0.385862807,0.058739516,0.124785673,6.13249595,4.50E-42,2.83E-41
FBgn0000140, asp,chr3R,4712.861418,0.085228033,0.310677981,0.460405405,0.25049648,0.006495001,0.009361264
FBgn0040600, CG13631,chr3R,172.617641,-0.5434077,0.000270687,0.001180103,0.02202959,0.893836536,0.916123727
FBgn0039225, Ets96B,chr3R,233.3095822,-0.196506157,0.076391245,0.154178724,-1.057165677,3.02E-14,9.20E-14
FBgn0039228, CG6980,chr3R,1444.467651,-0.267044638,0.00278466,0.009310303,-2.138218487,9.38E-95,1.32E-93
FBgn0039232, sosie,chr3R,302.8664182,-0.007373656,0.951598019,0.983502998,-0.884828126,4.05E-08,8.86E-08
FBgn0013953, Esp,chr3R,384.2696497,-0.062131309,0.514124783,0.656532257,0.32493297,0.002078869,0.00314153
FBgn0039233, CG7006,chr3R,794.5500909,0.142416009,0.148150637,0.262153942,0.942134917,1.40E-17,4.82E-17
FBgn0039234, Nct,chr3R,2288.560909,0.101736937,0.087456099,0.171968194,-0.13515212,0.02912794,0.038949504
FBgn0039238, CG7016,chr3R,17.47785957,-0.365019516,0.077942776,0.156838921,2.920463375,6.97E-09,1.61E-08
FBgn0013949, Elal,chr3R,21.68670476,-0.157047745,0.335240095,0.486475321,2.880223617,2.88E-12,7.98E-12
FBgn0039241, CG11089,chr3R,1060.075756,0.300037794,1.28E-05,7.79E-05,0.694483581,1.14E-22,4.60E-22
FBgn0043799, CG31381,chr3R,113.2793771,0.088156177,0.53103057,0.671314581,1.395318949,3.28E-12,9.05E-12
FBgn0039244, CG11069,chr3R,136.3191904,-0.43535198,0.000671309,0.002648114,0.200415773,0.151788226,0.184747829
FBgn0039246, CG10845,chr3R,6615.427739,-0.304291276,0.000443802,0.001831323,-1.632717843,7.94E-65,7.38E-64
FBgn0051382, tRNA:Asp-GTC-1-12,chr3R,0.053409253,0,1,NA,0.075223115,0.913307026,0.930789508
FBgn0039249, CG11168,chr3R,1701.495845,-0.170962521,0.011255018,0.031089593,-1.667411149,1.51E-106,2.45E-105
FBgn0039250, Mink,chr3R,1507.831748,0.050227091,0.390894269,0.541781069,-1.31327333,2.51E-87,3.19E-86
FBgn0039251, Trf4-2,chr3R,4071.174413,-0.111397299,0.020449523,0.051870233,0.424966466,3.35E-18,1.18E-17
FBgn0051416, tRNA:Asp-GTC-3-1,chr3R,0.107899393,0,1,NA,0,1,1
FBgn0040601, CG13643,chr3R,86.26446128,-0.515290074,0.000940773,0.003563709,-1.007599186,4.67E-07,9.48E-07
FBgn0051121, CG31121,chr3R,59.81496529,0.395648704,0.022088336,0.055210566,2.192353165,8.53E-17,2.87E-16
FBgn0039240, CG3744,chr3R,2937.567798,0.264684611,0.001366758,0.004952771,0.182593741,0.039904983,0.052547618
FBgn0015625, CycB3,chr3R,1944.321882,0.08032931,0.187661617,0.314107204,-0.963960384,4.87E-48,3.43E-47
FBgn0039239, CG13641,chr3R,5.477850863,-0.365200331,0.079029837,0.158590869,-0.112462235,0.791357365,0.826700783
FBgn0039237, CG13640,chr3R,1.73724451,0,1,1,2.85917106,0.007517602,0.010751978
FBgn0051105, ppk22,chr3R,46.64024111,0.080795971,0.598480493,0.726558924,-0.814846147,0.16844941,0.203725755
FBgn0039235, CAH4,chr3R,2346.691405,-0.169922205,0.006599544,0.019655985,-2.904915373,0,0
FBgn0051119, HDAC11,chr3R,75.38628867,-0.038870513,0.785245785,0.870725926,-0.973608208,6.35E-05,0.000109544
FBgn0051357, Kaz,chr3R,502.4840048,0.017883978,0.827863002,0.902543097,-0.098625371,0.262172492,0.306041265
FBgn0051118, RabX4,chr3R,408.0961839,0.125538099,0.144672963,0.257384408,-0.887359453,2.90E-18,1.02E-17
FBgn0045980, niki,chr3R,14.30664492,-0.323012092,0.094742293,0.183541847,0.613013407,0.103094016,0.128558981
FBgn0027617, CG5808,chr3R,358.5443555,0.31195357,0.00054257,0.002190326,-0.650382473,9.10E-10,2.21E-09
FBgn0027539, lili,chr3R,7208.106819,0.082380563,0.077977312,0.156887671,-0.147575854,0.002092123,0.003161275
FBgn0039227, polybromo,chr3R,2200.081671,0.805756863,8.63E-24,5.29E-22,0.96858066,4.96E-33,2.60E-32
FBgn0039226, Ude,chr3R,1250.631477,-0.220847716,0.000329511,0.001406879,-2.451583116,4.25E-236,3.31E-234
FBgn0039224, CG13634,chr3R,7.894501925,0,1,1,5.96492483,5.21E-08,1.13E-07
FBgn0039223, CG5805,chr3R,684.6084141,0.055706677,0.513438225,0.655915298,0.170066528,0.063346949,0.08129719
FBgn0015591, AstA,chr3R,58.81226227,0.499837624,0.002360267,0.008046569,-0.144404188,0.493173162,0.543109009
FBgn0039219, CG13630,chr3R,3224.017604,0.284314048,2.38E-05,0.000135387,0.793993607,9.94E-30,4.81E-29
FBgn0039252, CG11771,chr3R,3667.772293,0.183958648,0.000458217,0.001884479,0.40238503,6.55E-14,1.96E-13
FBgn0039254, Nmnat,chr3R,1254.501781,0.19654019,0.002070926,0.007149353,-0.174296016,0.010362064,0.01458516
FBgn0039257, tnc,chr3R,3748.110338,-0.421662227,3.96E-06,2.68E-05,-0.99729695,2.03E-23,8.32E-23
FBgn0039258, beta4GalT7,chr3R,921.1022344,0.213954738,0.003883545,0.012405492,-0.275851604,0.000620634,0.000985761
FBgn0015240, Hr96,chr3R,869.3267476,0.29418397,2.13E-05,0.00012258,-0.168010041,0.023143204,0.031331504
FBgn0051115, CG31115,chr3R,2518.289094,-0.378927861,6.11E-06,3.96E-05,-2.734973371,3.52E-183,1.41E-181
FBgn0045866, bai,chr3R,2674.880815,0.301150285,2.34E-09,2.78E-08,0.032429775,0.51466796,0.564592907
FBgn0039264, CG11786,chr3R,83.68977626,0.246163816,0.097967121,0.188435289,1.24727225,1.69E-08,3.80E-08
FBgn0039265, CG11790,chr3R,664.4780857,0.343616227,1.64E-05,9.70E-05,-0.840171398,2.25E-19,8.19E-19
FBgn0039266, CG11791,chr3R,923.3344913,-0.081261496,0.230650453,0.367436231,-0.608314224,1.26E-16,4.21E-16
FBgn0039270, PQBP1,chr3R,491.0793538,0.148175505,0.179818607,0.304251521,0.047788105,0.708794574,0.750691115
FBgn0039271, CG11839,chr3R,376.1885374,0.12897543,0.216515706,0.350046752,-0.036674518,0.757098208,0.795697382
FBgn0039272, CG11836,chr3R,96.28204953,0.37150925,0.008560779,0.024615104,-0.066958473,0.707386206,0.749388798
FBgn0039274, CG11920,chr3R,542.6721241,0.062790638,0.516638487,0.658594583,-0.52176015,4.72E-06,8.91E-06
FBgn0004897, fd96Ca,chr3R,9.911613304,-0.035190625,0.813820369,0.892423615,3.872272945,9.12E-08,1.95E-07
FBgn0004898, fd96Cb,chr3R,4.948720121,0.050401001,0.708868482,0.812886952,4.670199223,2.10E-05,3.78E-05
FBgn0046214, vig2,chr3R,6613.213393,0.193762877,0.000184528,0.000837547,0.709999398,8.08E-41,4.97E-40
FBgn0039282, Bili,chr3R,177.0461885,-0.347257571,0.007822296,0.02275962,0.446960932,0.00319654,0.004752586
FBgn0039283, danr,chr3R,7.850479915,-0.100630883,0.47398762,0.623399283,4.717237372,1.72E-06,3.37E-06
FBgn0039280, Mocs2B,chr3R,0,0,NA,NA,0,NA,NA
FBgn0051510, CG31510,chr3R,3763.052867,0.637044124,3.04E-24,1.95E-22,0.085855407,0.173074043,0.208821927
FBgn0039277, Nepl16,chr3R,167.6102032,0.128662829,0.355177931,0.507190311,2.302279094,3.90E-35,2.15E-34
FBgn0039273, shams,chr3R,839.7921899,0.157765073,0.090345273,0.176444154,0.416886846,4.70E-05,8.20E-05
FBgn0011336, Stt3B,chr3R,5635.847888,0.318783843,1.13E-09,1.42E-08,0.113419204,0.033868849,0.045005504
FBgn0039269, veli,chr3R,664.9520708,-0.061194809,0.381086469,0.53244441,-1.7178966,2.38E-82,2.80E-81
FBgn0051111, CG31111,chr3R,224.1742132,0.087116232,0.468151093,0.618736846,-0.211819466,0.163503875,0.198101683
FBgn0051109, CG31109,chr3R,928.7254947,-0.096598579,0.155044636,0.271905757,-0.144438536,0.042065609,0.055245288
FBgn0039261, Ythdf,chr3R,775.5872883,0.293426406,0.000116556,0.000558266,0.410393359,3.30E-07,6.77E-07
FBgn0039260, Smg6,chr3R,3467.081089,0.137730143,0.024582246,0.060367856,-0.101381057,0.108909365,0.135317747
FBgn0039259, EMC6,chr3R,952.8787609,0.118165026,0.10372897,0.197253887,-0.867294203,2.73E-26,1.21E-25
FBgn0029157, ssh,chr3R,9491.326654,0.072847675,0.394716209,0.546032235,-0.662445902,3.20E-12,8.83E-12
FBgn0020626, Osbp,chr3R,3208.260158,0.041109258,0.532203952,0.67242885,0.163520763,0.017689201,0.02425522
FBgn0051108, TTLL5,chr3R,12689.11581,-0.395887515,8.04E-08,7.53E-07,0.416678412,7.63E-08,1.64E-07
FBgn0039286, dan,chr3R,17.62579243,0.870651131,0.006376773,0.019084154,7.336489458,5.63E-12,1.54E-11
FBgn0039288, CG13653,chr3R,7.180010578,0.153556161,0.331517352,0.482985971,3.536222717,0.000256892,0.000423298
FBgn0039290, CG13654,chr3R,128.558005,-0.14040523,0.296860279,0.444377122,0.331038614,0.063259166,0.081196959
FBgn0051106, CG31106,chr3R,41.90790347,-0.08706754,0.574989142,0.708029518,1.85854658,1.81E-07,3.79E-07
FBgn0051103, CG31103,chr3R,20.42387161,-0.225522993,0.192474059,0.320502783,1.315400542,0.000848216,0.001327743
FBgn0039293, Alg9,chr3R,919.070417,0.529096652,1.63E-12,3.09E-11,0.008523504,0.91179173,0.930789508
FBgn0039297, CG11852,chr3R,184.754994,-0.200678332,0.1037094,0.197239936,0.172371248,0.237157367,0.278878573
FBgn0039298, to,chr3R,23.08588285,-0.089447257,0.567222995,0.701662635,3.522337891,7.63E-13,2.18E-12
FBgn0039299, CG11854,chr3R,64.18156083,0.244699047,0.17865247,0.302768329,3.773689858,9.45E-08,2.01E-07
FBgn0039301, Nup37,chr3R,231.040918,0.280975056,0.018085846,0.046720079,-0.698452861,7.12E-06,1.33E-05
FBgn0039302, Nup358,chr3R,7448.962877,0.227602184,0.00025431,0.001115946,-0.608531539,1.95E-20,7.35E-20
FBgn0039303, CG11857,chr3R,4244.202257,0.127637314,0.017884544,0.046259365,1.225542596,5.02E-111,8.55E-110
FBgn0039305, CG11858,chr3R,284.8004825,0.260710744,0.067538683,0.13981548,0.033842648,0.85988971,0.88638196
FBgn0039306, RIOK2,chr3R,1425.937999,0.437867784,1.53E-08,1.61E-07,0.712212817,8.61E-19,3.07E-18
FBgn0039307, CR13656,chr3R,7.518922186,-0.199971307,0.233327341,0.370684212,2.92015276,0.000157492,0.000263814
FBgn0039310, CG11878,chr3R,52.56125728,-0.254053051,0.117407121,0.217893129,1.374259377,7.50E-08,1.61E-07
FBgn0051300, CG31300,chr3R,868.7654527,0.549960411,8.02E-05,0.000400256,0.802283839,7.42E-07,1.49E-06
FBgn0051104, CG31104,chr3R,42.1756578,-0.231769088,0.162743988,0.2820336,0.5272396,0.08288933,0.104678988
FBgn0039315, CG13658,chr3R,9.792652015,0.518211082,0.03402328,0.079232028,4.519183461,1.46E-07,3.07E-07
FBgn0039316, CG11893,chr3R,243.3329012,0.272598644,0.052301916,0.113502691,0.884883044,4.31E-06,8.16E-06
FBgn0039319, CG13659,chr3R,53.22941846,-0.075816221,0.620186403,0.745733295,2.165114006,2.02E-13,5.92E-13
FBgn0051370, CG31370,chr3R,176.8963199,-1.046107924,1.99E-14,4.82E-13,-1.07024364,5.53E-15,1.73E-14
FBgn0051436, CG31436,chr3R,27.13878274,0.524831351,0.016396185,0.042898296,2.25472497,2.53E-09,5.98E-09
FBgn0028647, CG11902,chr3R,811.0845929,0.03904745,0.601038262,0.728731207,-1.375038219,1.55E-57,1.28E-56
FBgn0027376, rha,chr3R,13859.27812,0.005623973,0.930724645,0.968947152,0.067817695,0.305867173,0.352677783
FBgn0039335, Vps33B,chr3R,731.0747289,0.345559149,1.18E-05,7.23E-05,-0.428561015,9.59E-07,1.91E-06
FBgn0039337, MED28,chr3R,975.4977313,0.229624097,0.006441174,0.019248306,0.161678494,0.074843,0.095133543
FBgn0039338, XNP,chr3R,4718.602501,0.319666671,5.28E-06,3.48E-05,0.300503908,4.79E-05,8.35E-05
FBgn0039336, CG4553,chr3R,157.1967716,0.293839901,0.027222727,0.065780097,0.983070612,4.71E-09,1.10E-08
FBgn0039329, CG10669,chr3R,292.9440939,0.6514591,1.15E-07,1.05E-06,0.589960419,8.34E-06,1.55E-05
FBgn0039328, CHKov2,chr3R,128.5386026,-0.206699359,0.166686659,0.287048166,0.195486975,0.372233585,0.421322093
FBgn0045761, CHKov1,chr3R,685.3499027,-0.326811377,0.002524876,0.008531974,-1.977058472,2.21E-50,1.63E-49
FBgn0039326, CG10562,chr3R,51.71855339,1.501639355,1.12E-06,8.52E-06,0.442171538,0.136520909,0.16741022
FBgn0039325, CG10560,chr3R,8.925251251,0.08525817,0.56890896,0.703154726,3.037497448,0.000834261,0.001307363
FBgn0039324, CG10553,chr3R,2315.692871,-0.170081369,0.274371044,0.418685278,-1.591371729,1.24E-07,2.62E-07
FBgn0039323, CG10559,chr3R,89.91518087,0.116766504,0.396976067,0.548230954,-1.185698818,5.56E-08,1.21E-07
FBgn0051087, CG31087,chr3R,12.52644608,-0.720294726,0.009422219,0.026701531,-0.367412942,0.332008765,0.379843031
FBgn0051099, CG31099,chr3R,3411.246663,-0.242678118,0.001118122,0.004154499,-2.934438724,3.97E-265,5.05E-263
FBgn0039321, CG10550,chr3R,117.8882421,0.071462588,0.63836048,0.76031676,-0.331641155,0.239300043,0.281181323
FBgn0051288, CG31288,chr3R,529.6207005,-1.175471416,5.22E-10,6.93E-09,-0.751643905,5.95E-05,0.000103117
FBgn0051097, CG31097,chr3R,26.63866822,-0.245932187,0.125368101,0.229575707,-1.03365665,0.000465008,0.000746569
FBgn0051102, CG31102,chr3R,179.6517666,-0.112193216,0.362634857,0.514511939,-1.225800509,7.20E-13,2.06E-12
FBgn0051098, CG31098,chr3R,110.0872747,0.023778728,0.86070277,0.925268391,-0.306100833,0.112162327,0.139153306
FBgn0039312, CG10514,chr3R,248.1804424,-0.346285623,0.01930649,0.049334231,-0.704840794,0.000489864,0.000784522
FBgn0039311, CG10513,chr3R,1296.043363,-1.697023601,3.90E-37,6.56E-35,-1.294238736,1.61E-22,6.46E-22
FBgn0027090, GlnRS,chr3R,1277.926316,0.272821128,0.000220148,0.000978559,0.482821045,5.26E-10,1.29E-09
FBgn0039304, CG10425,chr3R,710.6909119,0.028864311,0.710059464,0.813963216,-0.396844994,3.99E-06,7.58E-06
FBgn0039300, RpS27,chr3R,2254.585349,-0.042385657,0.582124673,0.713909651,0.312041425,0.000158789,0.000265879
FBgn0000158, bam,chr3R,494.371898,0.329160565,0.000989251,0.003728946,-0.298495876,0.010237881,0.014424894
FBgn0039296, Sil1,chr3R,368.1548472,0.167492029,0.087894554,0.172571479,-1.097190444,1.30E-17,4.51E-17
FBgn0039294, Cad96Cb,chr3R,29.49891871,0.154601554,0.333701464,0.485159618,1.898986371,1.74E-07,3.64E-07
FBgn0039291, CG13663,chr3R,795.1862929,0.087673274,0.285921026,0.43185486,0.015142288,0.860578194,0.886808395
FBgn0022800, Cad96Ca,chr3R,108.7087397,0.328701263,0.010149652,0.028447964,-0.124669014,0.431660387,0.482110838
FBgn0039339, CG5116,chr3R,5.947139102,0.212819293,0.179478853,0.303753734,5.643438068,8.79E-07,1.75E-06
FBgn0039341, CG5112,chr3R,929.3376269,0.386035998,2.89E-08,2.90E-07,-0.102982041,0.157048639,0.190845788
FBgn0039342, CG5107,chr3R,6.636403259,-0.021229243,0.877166054,0.936720615,4.43380632,8.26E-06,1.53E-05
FBgn0039343, CG5111,chr3R,5234.405762,-0.024693711,0.647485759,0.767423697,-1.111459419,1.54E-83,1.85E-82
FBgn0011666, msi,chr3R,2320.005583,-0.11411175,0.144050544,0.256588539,0.53936849,1.01E-10,2.58E-10
FBgn0039346, CG5079,chr3R,5.833659849,-0.506781344,0.025709661,0.06272566,1.775054794,0.014352562,0.019884909
FBgn0039347, CG5071,chr3R,2686.472568,-0.056279163,0.483174747,0.630442155,-1.258068704,5.21E-45,3.46E-44
FBgn0039350, jigr1,chr3R,478.4157735,0.026362163,0.779222671,0.865910387,-0.639218378,5.16E-09,1.20E-08
FBgn0027508, Tnks,chr3R,1236.490368,0.170317939,0.028166154,0.067597498,0.088024987,0.280193817,0.325109347
FBgn0039344, CG4582,chr3R,150.2000969,-0.094885467,0.542236125,0.681221529,5.837285798,7.37E-80,8.37E-79
FBgn0040212, Gnpat,chr3R,1441.068354,-0.251779515,8.12E-05,0.000404745,-0.240332502,0.000292719,0.000479741
FBgn0039354, Lgr3,chr3R,68.52710026,0.039212546,0.795585426,0.878883668,1.398960719,6.89E-07,1.38E-06
FBgn0039356, CG5039,chr3R,249.20113,-0.032769384,0.762909824,0.853742714,-0.199186401,0.12119262,0.149769467
FBgn0039358, CG5028,chr3R,1487.156328,0.05734891,0.30901846,0.458493982,-0.052050619,0.357724196,0.40643537
FBgn0039373, CG5024,chr3R,4503.502896,-0.415472996,3.21E-07,2.71E-06,-2.495128684,1.59E-172,5.53E-171
FBgn0039374, CG17770,chr3R,0,0,NA,NA,0,NA,NA
FBgn0011273, Acam,chr3R,0,0,NA,NA,0,NA,NA
FBgn0039376, CG14354,chr3R,910.2891316,-0.130664673,0.059065154,0.125295844,-1.51698433,2.48E-83,2.96E-82
FBgn0039379, CG5886,chr3R,7571.523829,-0.025727218,0.698313866,0.805308738,-1.149839402,1.21E-58,1.01E-57
FBgn0039380, CG5890,chr3R,85.23695144,-0.201600503,0.195931676,0.324655883,2.909184297,1.17E-34,6.33E-34
FBgn0039381, SppL,chr3R,547.5147413,0.189082763,0.02406142,0.059332857,0.323170928,0.000344981,0.000561553
FBgn0027865, Tsp96F,chr3R,533.012536,-0.061967665,0.536076532,0.676314723,0.022776507,0.837440349,0.866797582
FBgn0040602, CG14545,chr3R,50.01536621,0.213802078,0.177123473,0.30099975,0.169028646,0.522493088,0.572278708
FBgn0011668, Mst57Da,chr3R,39.07834393,0.103116485,0.4416932,0.592959048,-0.794536749,0.30661174,0.353439102
FBgn0011669, Mst57Db,chr3R,14.52312541,0.157473151,0.310191268,0.459786214,-0.648635253,0.339999239,0.388322476
FBgn0011670, Mst57Dc,chr3R,17.37805676,0.135192471,0.381737863,0.533031164,-0.464375495,0.45956625,0.509646604
FBgn0051093, CG31093,chr3R,1456.767259,-0.095046006,0.201033796,0.331109348,-1.017170779,1.91E-35,1.06E-34
FBgn0051380, CG31380,chr3R,481.8897811,-0.221658039,0.034657023,0.080429038,-1.438285331,4.81E-29,2.28E-28
FBgn0039371, CG4960,chr3R,953.736834,0.069782361,0.473707997,0.623234889,-2.093447169,5.52E-68,5.39E-67
FBgn0039368, CG17196,chr3R,2239.812292,-0.286244978,1.37E-05,8.26E-05,-0.675314244,2.78E-22,1.11E-21
FBgn0039367, CG17197,chr3R,0,0,NA,NA,0,NA,NA
FBgn0066101, LpR1,chr3R,496.9835733,-0.321661858,0.001327097,0.004826404,1.890287047,8.62E-75,9.29E-74
FBgn0051092, LpR2,chr3R,1318.102692,0.117011564,0.096877427,0.18686981,0.612117975,1.11E-16,3.71E-16
FBgn0039360, CLS,chr3R,3602.771314,0.004995345,0.930843164,0.968947152,-0.802323361,1.62E-39,9.72E-39
FBgn0039359, RpL27,chr3R,5410.693599,0.129607348,0.032024403,0.075404911,0.557567029,7.58E-19,2.71E-18
FBgn0039357, CG4743,chr3R,514.4681808,0.126735299,0.157101495,0.274438216,-0.690701689,5.20E-11,1.35E-10
FBgn0039355, CG4730,chr3R,425.9104922,0.114791461,0.148891934,0.263263409,-1.182878119,3.25E-34,1.75E-33
FBgn0028717, Lnk,chr3R,1279.421832,0.296901715,0.000357751,0.001513821,1.145324594,2.04E-38,1.20E-37
FBgn0039385, CG5913,chr3R,1076.1231,0.282628276,5.06E-06,3.34E-05,0.076975922,0.224583469,0.265526215
FBgn0039386, CG5948,chr3R,108.7812819,0.27064729,0.088823303,0.174019843,0.691133346,0.005977986,0.008648793
FBgn0039387, Mco3,chr3R,161.7768464,-0.155773503,0.201043879,0.331109348,-0.724281834,5.82E-06,1.09E-05
FBgn0051091, CG31091,chr3R,28.70212864,0.062262206,0.686082811,0.798340443,4.690924604,2.06E-18,7.26E-18
FBgn0051089, CG31089,chr3R,22.31237822,-0.139114343,0.387371117,0.538193481,4.539707739,6.17E-13,1.77E-12
FBgn0039398, CG14540,chr3R,17280.49947,-0.19137842,0.010511861,0.029290048,-1.263814739,5.92E-55,4.67E-54
FBgn0000206, boss,chr3R,168.8919521,-0.494018574,0.001569586,0.00559347,0.85742589,6.26E-06,1.17E-05
FBgn0002734, E(spl)mdelta-HLH,chr3R,32.31509863,0.624528413,0.02104845,0.053064613,6.092479176,4.67E-14,1.41E-13
FBgn0002735, E(spl)mgamma-HLH,chr3R,13.61472575,-0.098550164,0.483409216,0.630594982,5.028898134,2.72E-07,5.61E-07
FBgn0002732, E(spl)malpha-BFM,chr3R,14.20836698,0.104435011,0.498487808,0.642981074,4.419735868,1.20E-07,2.55E-07
FBgn0002578, Kaz-m1,chr3R,10.07642813,-0.019751676,0.881057337,0.936883833,5.195302228,1.42E-06,2.79E-06
FBgn0002609, E(spl)m3-HLH,chr3R,20.96696979,-0.309002408,0.095834989,0.185235786,0.902113464,0.012395157,0.01729588
FBgn0002633, E(spl)m7-HLH,chr3R,10.38869217,0.052387588,0.700531673,0.806366674,5.311338849,8.50E-07,1.70E-06
FBgn0000591, E(spl)m8-HLH,chr3R,4.210104813,0.126514496,0.367371748,0.519313224,5.138196392,9.51E-06,1.76E-05
FBgn0001139, gro,chr3R,2887.493446,0.076194965,0.136263497,0.245292552,-0.537063,1.78E-23,7.33E-23
FBgn0039402, Vps2,chr3R,934.0084203,-0.104008019,0.131704494,0.238980286,0.123808243,0.08081051,0.102224931
FBgn0039404, CG14543,chr3R,396.2622316,0.124676998,0.144505404,0.257171445,-1.876220449,3.84E-59,3.24E-58
FBgn0039407, CG14544,chr3R,89.26181688,-0.048436027,0.722989102,0.823126912,0.633129156,0.000680621,0.001076148
FBgn0039411, dysf,chr3R,192.6024433,0.014888797,0.904012516,0.948798241,2.148440812,4.36E-47,3.02E-46
FBgn0039408, CG14551,chr3R,140.1372019,-1.058724011,1.14E-13,2.47E-12,-1.650451826,2.52E-27,1.15E-26
FBgn0039406, RpL34a,chr3R,1045.373761,0.032721869,0.688688734,0.800029969,0.48091368,4.35E-08,9.50E-08
FBgn0039405, PIG-P,chr3R,0,0,NA,NA,0,NA,NA
FBgn0039403, Sld5,chr3R,496.193981,-0.061506287,0.4666072,0.617329395,-2.098620729,1.90E-75,2.06E-74
FBgn0028833, Cmpk,chr3R,498.3993481,-0.017084212,0.830271421,0.904190479,0.111000373,0.184668745,0.221806167
FBgn0002629, E(spl)m4-BFM,chr3R,4.925226551,-0.078980943,0.60093487,0.728671778,1.96193019,0.004908871,0.007152621
FBgn0002592, E(spl)m2-BFM,chr3R,3.905261219,0.03075076,0.824465721,0.90023951,2.952820784,0.002460736,0.003690994
FBgn0002733, E(spl)mbeta-HLH,chr3R,7.916878624,0.340839593,0.092477503,0.179954412,2.339470372,0.002298315,0.003456334
FBgn0039395, CG14546,chr3R,2525.245668,-0.58958743,1.08E-12,2.11E-11,-3.453600021,1.19E-301,2.26E-299
FBgn0039413, CG14556,chr3R,2286.724291,-0.989648779,2.61E-31,2.86E-29,-3.012400408,9.54E-246,8.69E-244
FBgn0039415, CG6142,chr3R,28.08916695,-0.382860328,0.050836322,0.110949395,2.110128628,1.04E-09,2.52E-09
FBgn0051323, CG31323,chr3R,69.82244712,-0.837395076,9.12E-05,0.000449086,0.384482108,0.076049773,0.096565017
FBgn0051086, CG31086,chr3R,0,0,NA,NA,0,NA,NA
FBgn0039419, CG12290,chr3R,392.3398006,-0.467601641,7.93E-06,5.02E-05,-0.114349834,0.296546762,0.342566865
FBgn0039420, CG6154,chr3R,254.3585223,-0.167233525,0.105547816,0.200193163,-1.574976165,5.22E-33,2.73E-32
FBgn0000064, Ald1,chr3R,15332.96193,0.018296857,0.767722808,0.857805087,-1.95407418,2.06E-192,9.19E-191
FBgn0039417, CG6073,chr3R,1115.28854,0.560358916,2.38E-11,3.82E-10,1.023624161,8.24E-33,4.29E-32
FBgn0039425, Ald2,chr3R,9572.790774,-0.311198458,1.18E-05,7.25E-05,-1.718841669,7.95E-113,1.38E-111
FBgn0051084, asRNA:CR31084,chr3R,15.72572211,0.055178726,0.680961743,0.795080042,7.038036007,6.29E-11,1.63E-10
FBgn0042711, Hex-t1,chr3R,998.9163199,-0.760416302,9.59E-22,4.91E-20,-1.177445113,1.08E-46,7.43E-46
